X1,lextaleRespEsp,lextaleRespEspCorr,lextaleRespEspRT,lex_pres_order,word,translation,corrAnsEspV,age,gender,birthCountry,raisedCountry,placeResidence,education,houseLanguage,preferLanguage,partNum,date,expName,OS,session,Order,corrAns
63,z,1,0.7330800000000001,61,seda,silk,z,34,Hombre,México,México,México,Un poco de universidad,español,español,5eb3966158efe7182e31ff92,2020-07-09_13h11.46.878,lemma_segmentation,Win32,5f075d4d742e9b35b381b0ca,NA,NA
64,z,1,0.516015,62,flaco,skinny,z,34,Hombre,México,México,México,Un poco de universidad,español,español,5eb3966158efe7182e31ff92,2020-07-09_13h11.46.878,lemma_segmentation,Win32,5f075d4d742e9b35b381b0ca,NA,NA
65,z,0,1.99041,63,esposante,NW,m,34,Hombre,México,México,México,Un poco de universidad,español,español,5eb3966158efe7182e31ff92,2020-07-09_13h11.46.878,lemma_segmentation,Win32,5f075d4d742e9b35b381b0ca,NA,NA
66,z,1,1.08259,64,orgulloso,proud,z,34,Hombre,México,México,México,Un poco de universidad,español,español,5eb3966158efe7182e31ff92,2020-07-09_13h11.46.878,lemma_segmentation,Win32,5f075d4d742e9b35b381b0ca,NA,NA
67,z,1,1.30019,65,bizcocho,cake,z,34,Hombre,México,México,México,Un poco de universidad,español,español,5eb3966158efe7182e31ff92,2020-07-09_13h11.46.878,lemma_segmentation,Win32,5f075d4d742e9b35b381b0ca,NA,NA
68,m,1,1.97044,66,hacido,NW,m,34,Hombre,México,México,México,Un poco de universidad,español,español,5eb3966158efe7182e31ff92,2020-07-09_13h11.46.878,lemma_segmentation,Win32,5f075d4d742e9b35b381b0ca,NA,NA
69,z,1,0.92959,67,cabello,hair,z,34,Hombre,México,México,México,Un poco de universidad,español,español,5eb3966158efe7182e31ff92,2020-07-09_13h11.46.878,lemma_segmentation,Win32,5f075d4d742e9b35b381b0ca,NA,NA
70,z,1,1.049065,68,alegre,cheerful,z,34,Hombre,México,México,México,Un poco de universidad,español,español,5eb3966158efe7182e31ff92,2020-07-09_13h11.46.878,lemma_segmentation,Win32,5f075d4d742e9b35b381b0ca,NA,NA
71,z,1,1.187175,69,engatusar,cajole,z,34,Hombre,México,México,México,Un poco de universidad,español,español,5eb3966158efe7182e31ff92,2020-07-09_13h11.46.878,lemma_segmentation,Win32,5f075d4d742e9b35b381b0ca,NA,NA
72,z,0,0.8493450000000001,70,temblo,NW,m,34,Hombre,México,México,México,Un poco de universidad,español,español,5eb3966158efe7182e31ff92,2020-07-09_13h11.46.878,lemma_segmentation,Win32,5f075d4d742e9b35b381b0ca,NA,NA
73,z,1,4.85254,71,polvoriento,dusty,z,34,Hombre,México,México,México,Un poco de universidad,español,español,5eb3966158efe7182e31ff92,2020-07-09_13h11.46.878,lemma_segmentation,Win32,5f075d4d742e9b35b381b0ca,NA,NA
74,m,1,1.565915,72,pemición,NW,m,34,Hombre,México,México,México,Un poco de universidad,español,español,5eb3966158efe7182e31ff92,2020-07-09_13h11.46.878,lemma_segmentation,Win32,5f075d4d742e9b35b381b0ca,NA,NA
75,z,1,2.72068,73,hervidor,kettle,z,34,Hombre,México,México,México,Un poco de universidad,español,español,5eb3966158efe7182e31ff92,2020-07-09_13h11.46.878,lemma_segmentation,Win32,5f075d4d742e9b35b381b0ca,NA,NA
76,m,1,3.060785,74,cintro,NW,m,34,Hombre,México,México,México,Un poco de universidad,español,español,5eb3966158efe7182e31ff92,2020-07-09_13h11.46.878,lemma_segmentation,Win32,5f075d4d742e9b35b381b0ca,NA,NA
77,z,1,1.41413,75,yacer,lie,z,34,Hombre,México,México,México,Un poco de universidad,español,español,5eb3966158efe7182e31ff92,2020-07-09_13h11.46.878,lemma_segmentation,Win32,5f075d4d742e9b35b381b0ca,NA,NA
78,z,1,1.00977,76,atar,tie,z,34,Hombre,México,México,México,Un poco de universidad,español,español,5eb3966158efe7182e31ff92,2020-07-09_13h11.46.878,lemma_segmentation,Win32,5f075d4d742e9b35b381b0ca,NA,NA
79,z,1,0.74945,77,tiburón,shark,z,34,Hombre,México,México,México,Un poco de universidad,español,español,5eb3966158efe7182e31ff92,2020-07-09_13h11.46.878,lemma_segmentation,Win32,5f075d4d742e9b35b381b0ca,NA,NA
80,z,1,0.742255,78,frondoso,leafy,z,34,Hombre,México,México,México,Un poco de universidad,español,español,5eb3966158efe7182e31ff92,2020-07-09_13h11.46.878,lemma_segmentation,Win32,5f075d4d742e9b35b381b0ca,NA,NA
81,m,1,1.6538,79,tropaje,NW,m,34,Hombre,México,México,México,Un poco de universidad,español,español,5eb3966158efe7182e31ff92,2020-07-09_13h11.46.878,lemma_segmentation,Win32,5f075d4d742e9b35b381b0ca,NA,NA
82,z,1,1.66172,80,hormiga,ant,z,34,Hombre,México,México,México,Un poco de universidad,español,español,5eb3966158efe7182e31ff92,2020-07-09_13h11.46.878,lemma_segmentation,Win32,5f075d4d742e9b35b381b0ca,NA,NA
83,z,1,0.8238700000000001,81,pozo,well,z,34,Hombre,México,México,México,Un poco de universidad,español,español,5eb3966158efe7182e31ff92,2020-07-09_13h11.46.878,lemma_segmentation,Win32,5f075d4d742e9b35b381b0ca,NA,NA
84,m,1,1.673055,82,empirador,NW,m,34,Hombre,México,México,México,Un poco de universidad,español,español,5eb3966158efe7182e31ff92,2020-07-09_13h11.46.878,lemma_segmentation,Win32,5f075d4d742e9b35b381b0ca,NA,NA
85,z,1,1.54023,83,guante,glove,z,34,Hombre,México,México,México,Un poco de universidad,español,español,5eb3966158efe7182e31ff92,2020-07-09_13h11.46.878,lemma_segmentation,Win32,5f075d4d742e9b35b381b0ca,NA,NA
86,z,0,1.483075,84,escuto,NW,m,34,Hombre,México,México,México,Un poco de universidad,español,español,5eb3966158efe7182e31ff92,2020-07-09_13h11.46.878,lemma_segmentation,Win32,5f075d4d742e9b35b381b0ca,NA,NA
87,z,1,0.8290299999999999,85,laud,lute,z,34,Hombre,México,México,México,Un poco de universidad,español,español,5eb3966158efe7182e31ff92,2020-07-09_13h11.46.878,lemma_segmentation,Win32,5f075d4d742e9b35b381b0ca,NA,NA
88,z,1,2.0836,86,barato,cheap,z,34,Hombre,México,México,México,Un poco de universidad,español,español,5eb3966158efe7182e31ff92,2020-07-09_13h11.46.878,lemma_segmentation,Win32,5f075d4d742e9b35b381b0ca,NA,NA
89,m,1,1.699485,87,grodo,NW,m,34,Hombre,México,México,México,Un poco de universidad,español,español,5eb3966158efe7182e31ff92,2020-07-09_13h11.46.878,lemma_segmentation,Win32,5f075d4d742e9b35b381b0ca,NA,NA
90,z,1,0.98293,88,acantilado,cliff,z,34,Hombre,México,México,México,Un poco de universidad,español,español,5eb3966158efe7182e31ff92,2020-07-09_13h11.46.878,lemma_segmentation,Win32,5f075d4d742e9b35b381b0ca,NA,NA
91,z,1,1.43313,89,prisa,hurry,z,34,Hombre,México,México,México,Un poco de universidad,español,español,5eb3966158efe7182e31ff92,2020-07-09_13h11.46.878,lemma_segmentation,Win32,5f075d4d742e9b35b381b0ca,NA,NA
92,z,1,0.87026,90,clavel,carnation,z,34,Hombre,México,México,México,Un poco de universidad,español,español,5eb3966158efe7182e31ff92,2020-07-09_13h11.46.878,lemma_segmentation,Win32,5f075d4d742e9b35b381b0ca,NA,NA
3,m,1,37.362875,1,terzo,NW,m,22,Hombre,México,México,México,"Universidad (diplomatura, licenciatura)",español,español,5ebb2ee7b15eb00f0e3e2e71,2020-07-10_19h45.27.534,lemma_segmentation,Win32,5f090b5b890427194b56c5bd,NA,NA
4,z,1,5.446955,2,pellizcar,pinch,z,22,Hombre,México,México,México,"Universidad (diplomatura, licenciatura)",español,español,5ebb2ee7b15eb00f0e3e2e71,2020-07-10_19h45.27.534,lemma_segmentation,Win32,5f090b5b890427194b56c5bd,NA,NA
5,z,1,3.056535,3,pulmones,lungs,z,22,Hombre,México,México,México,"Universidad (diplomatura, licenciatura)",español,español,5ebb2ee7b15eb00f0e3e2e71,2020-07-10_19h45.27.534,lemma_segmentation,Win32,5f090b5b890427194b56c5bd,NA,NA
6,m,1,74.411335,4,batillón,NW,m,22,Hombre,México,México,México,"Universidad (diplomatura, licenciatura)",español,español,5ebb2ee7b15eb00f0e3e2e71,2020-07-10_19h45.27.534,lemma_segmentation,Win32,5f090b5b890427194b56c5bd,NA,NA
7,z,1,1.81284,5,zapato,shoe,z,22,Hombre,México,México,México,"Universidad (diplomatura, licenciatura)",español,español,5ebb2ee7b15eb00f0e3e2e71,2020-07-10_19h45.27.534,lemma_segmentation,Win32,5f090b5b890427194b56c5bd,NA,NA
8,z,1,3.94611,6,tergiversar,distort,z,22,Hombre,México,México,México,"Universidad (diplomatura, licenciatura)",español,español,5ebb2ee7b15eb00f0e3e2e71,2020-07-10_19h45.27.534,lemma_segmentation,Win32,5f090b5b890427194b56c5bd,NA,NA
9,z,1,1.88768,7,pésimo,abysmal,z,22,Hombre,México,México,México,"Universidad (diplomatura, licenciatura)",español,español,5ebb2ee7b15eb00f0e3e2e71,2020-07-10_19h45.27.534,lemma_segmentation,Win32,5f090b5b890427194b56c5bd,NA,NA
10,z,0,43.286265,8,cadeña,NW,m,22,Hombre,México,México,México,"Universidad (diplomatura, licenciatura)",español,español,5ebb2ee7b15eb00f0e3e2e71,2020-07-10_19h45.27.534,lemma_segmentation,Win32,5f090b5b890427194b56c5bd,NA,NA
11,z,1,1.87257,9,hacha,axe,z,22,Hombre,México,México,México,"Universidad (diplomatura, licenciatura)",español,español,5ebb2ee7b15eb00f0e3e2e71,2020-07-10_19h45.27.534,lemma_segmentation,Win32,5f090b5b890427194b56c5bd,NA,NA
12,m,1,50.894255,10,antar,NW,m,22,Hombre,México,México,México,"Universidad (diplomatura, licenciatura)",español,español,5ebb2ee7b15eb00f0e3e2e71,2020-07-10_19h45.27.534,lemma_segmentation,Win32,5f090b5b890427194b56c5bd,NA,NA
13,z,1,18.08357,11,cenefa,edging,z,22,Hombre,México,México,México,"Universidad (diplomatura, licenciatura)",español,español,5ebb2ee7b15eb00f0e3e2e71,2020-07-10_19h45.27.534,lemma_segmentation,Win32,5f090b5b890427194b56c5bd,NA,NA
14,z,1,2.8759200000000003,12,asesinato,murder,z,22,Hombre,México,México,México,"Universidad (diplomatura, licenciatura)",español,español,5ebb2ee7b15eb00f0e3e2e71,2020-07-10_19h45.27.534,lemma_segmentation,Win32,5f090b5b890427194b56c5bd,NA,NA
15,z,1,1.738025,13,helar,freeze,z,22,Hombre,México,México,México,"Universidad (diplomatura, licenciatura)",español,español,5ebb2ee7b15eb00f0e3e2e71,2020-07-10_19h45.27.534,lemma_segmentation,Win32,5f090b5b890427194b56c5bd,NA,NA
16,z,1,1.586445,14,yunque,anvil,z,22,Hombre,México,México,México,"Universidad (diplomatura, licenciatura)",español,español,5ebb2ee7b15eb00f0e3e2e71,2020-07-10_19h45.27.534,lemma_segmentation,Win32,5f090b5b890427194b56c5bd,NA,NA
17,z,1,1.43672,15,regar,water,z,22,Hombre,México,México,México,"Universidad (diplomatura, licenciatura)",español,español,5ebb2ee7b15eb00f0e3e2e71,2020-07-10_19h45.27.534,lemma_segmentation,Win32,5f090b5b890427194b56c5bd,NA,NA
18,m,1,181.55016,16,abracer,NW,m,22,Hombre,México,México,México,"Universidad (diplomatura, licenciatura)",español,español,5ebb2ee7b15eb00f0e3e2e71,2020-07-10_19h45.27.534,lemma_segmentation,Win32,5f090b5b890427194b56c5bd,NA,NA
19,m,1,34.35727,17,floroso,NW,m,22,Hombre,México,México,México,"Universidad (diplomatura, licenciatura)",español,español,5ebb2ee7b15eb00f0e3e2e71,2020-07-10_19h45.27.534,lemma_segmentation,Win32,5f090b5b890427194b56c5bd,NA,NA
20,z,0,28.542735,18,arsa,NW,m,22,Hombre,México,México,México,"Universidad (diplomatura, licenciatura)",español,español,5ebb2ee7b15eb00f0e3e2e71,2020-07-10_19h45.27.534,lemma_segmentation,Win32,5f090b5b890427194b56c5bd,NA,NA
21,m,1,42.8135,19,brecedad,NW,m,22,Hombre,México,México,México,"Universidad (diplomatura, licenciatura)",español,español,5ebb2ee7b15eb00f0e3e2e71,2020-07-10_19h45.27.534,lemma_segmentation,Win32,5f090b5b890427194b56c5bd,NA,NA
22,z,1,15.82024,20,ávido,avid,z,22,Hombre,México,México,México,"Universidad (diplomatura, licenciatura)",español,español,5ebb2ee7b15eb00f0e3e2e71,2020-07-10_19h45.27.534,lemma_segmentation,Win32,5f090b5b890427194b56c5bd,NA,NA
23,z,0,18.29249,21,capillo,NW,m,22,Hombre,México,México,México,"Universidad (diplomatura, licenciatura)",español,español,5ebb2ee7b15eb00f0e3e2e71,2020-07-10_19h45.27.534,lemma_segmentation,Win32,5f090b5b890427194b56c5bd,NA,NA
24,z,1,31.91882,22,lacayo,lackey,z,22,Hombre,México,México,México,"Universidad (diplomatura, licenciatura)",español,español,5ebb2ee7b15eb00f0e3e2e71,2020-07-10_19h45.27.534,lemma_segmentation,Win32,5f090b5b890427194b56c5bd,NA,NA
25,m,1,31.39113,23,lampera,NW,m,22,Hombre,México,México,México,"Universidad (diplomatura, licenciatura)",español,español,5ebb2ee7b15eb00f0e3e2e71,2020-07-10_19h45.27.534,lemma_segmentation,Win32,5f090b5b890427194b56c5bd,NA,NA
26,z,1,2.48749,24,látigo,whip,z,22,Hombre,México,México,México,"Universidad (diplomatura, licenciatura)",español,español,5ebb2ee7b15eb00f0e3e2e71,2020-07-10_19h45.27.534,lemma_segmentation,Win32,5f090b5b890427194b56c5bd,NA,NA
27,z,1,3.131145,25,bisagra,hinge,z,22,Hombre,México,México,México,"Universidad (diplomatura, licenciatura)",español,español,5ebb2ee7b15eb00f0e3e2e71,2020-07-10_19h45.27.534,lemma_segmentation,Win32,5f090b5b890427194b56c5bd,NA,NA
28,z,1,1.757155,26,secuestro,kidnapping,z,22,Hombre,México,México,México,"Universidad (diplomatura, licenciatura)",español,español,5ebb2ee7b15eb00f0e3e2e71,2020-07-10_19h45.27.534,lemma_segmentation,Win32,5f090b5b890427194b56c5bd,NA,NA
29,m,1,14.31439,27,acutación,NW,m,22,Hombre,México,México,México,"Universidad (diplomatura, licenciatura)",español,español,5ebb2ee7b15eb00f0e3e2e71,2020-07-10_19h45.27.534,lemma_segmentation,Win32,5f090b5b890427194b56c5bd,NA,NA
30,z,1,2.34121,28,merodear,prowl,z,22,Hombre,México,México,México,"Universidad (diplomatura, licenciatura)",español,español,5ebb2ee7b15eb00f0e3e2e71,2020-07-10_19h45.27.534,lemma_segmentation,Win32,5f090b5b890427194b56c5bd,NA,NA
31,m,1,4.011975,29,decar,NW,m,22,Hombre,México,México,México,"Universidad (diplomatura, licenciatura)",español,español,5ebb2ee7b15eb00f0e3e2e71,2020-07-10_19h45.27.534,lemma_segmentation,Win32,5f090b5b890427194b56c5bd,NA,NA
32,m,1,24.657285,30,alardio,NW,m,22,Hombre,México,México,México,"Universidad (diplomatura, licenciatura)",español,español,5ebb2ee7b15eb00f0e3e2e71,2020-07-10_19h45.27.534,lemma_segmentation,Win32,5f090b5b890427194b56c5bd,NA,NA
33,z,1,2.0367,31,pandilla,gang,z,22,Hombre,México,México,México,"Universidad (diplomatura, licenciatura)",español,español,5ebb2ee7b15eb00f0e3e2e71,2020-07-10_19h45.27.534,lemma_segmentation,Win32,5f090b5b890427194b56c5bd,NA,NA
34,m,1,21.094815,32,fatacidad,NW,m,22,Hombre,México,México,México,"Universidad (diplomatura, licenciatura)",español,español,5ebb2ee7b15eb00f0e3e2e71,2020-07-10_19h45.27.534,lemma_segmentation,Win32,5f090b5b890427194b56c5bd,NA,NA
35,m,1,2.51522,33,pauca,NW,m,22,Hombre,México,México,México,"Universidad (diplomatura, licenciatura)",español,español,5ebb2ee7b15eb00f0e3e2e71,2020-07-10_19h45.27.534,lemma_segmentation,Win32,5f090b5b890427194b56c5bd,NA,NA
36,z,1,1.80545,34,aviso,notice,z,22,Hombre,México,México,México,"Universidad (diplomatura, licenciatura)",español,español,5ebb2ee7b15eb00f0e3e2e71,2020-07-10_19h45.27.534,lemma_segmentation,Win32,5f090b5b890427194b56c5bd,NA,NA
37,m,1,2.09166,35,rompido,NW,m,22,Hombre,México,México,México,"Universidad (diplomatura, licenciatura)",español,español,5ebb2ee7b15eb00f0e3e2e71,2020-07-10_19h45.27.534,lemma_segmentation,Win32,5f090b5b890427194b56c5bd,NA,NA
38,z,1,5.202105,36,loro,parrot,z,22,Hombre,México,México,México,"Universidad (diplomatura, licenciatura)",español,español,5ebb2ee7b15eb00f0e3e2e71,2020-07-10_19h45.27.534,lemma_segmentation,Win32,5f090b5b890427194b56c5bd,NA,NA
39,z,1,11.37016,37,granuja,rascal,z,22,Hombre,México,México,México,"Universidad (diplomatura, licenciatura)",español,español,5ebb2ee7b15eb00f0e3e2e71,2020-07-10_19h45.27.534,lemma_segmentation,Win32,5f090b5b890427194b56c5bd,NA,NA
40,z,1,4.3833400000000005,38,estornudar,sneeze,z,22,Hombre,México,México,México,"Universidad (diplomatura, licenciatura)",español,español,5ebb2ee7b15eb00f0e3e2e71,2020-07-10_19h45.27.534,lemma_segmentation,Win32,5f090b5b890427194b56c5bd,NA,NA
41,z,1,1.4049,39,torpe,clumsy,z,22,Hombre,México,México,México,"Universidad (diplomatura, licenciatura)",español,español,5ebb2ee7b15eb00f0e3e2e71,2020-07-10_19h45.27.534,lemma_segmentation,Win32,5f090b5b890427194b56c5bd,NA,NA
42,z,1,1.59377,40,alfombra,carpet,z,22,Hombre,México,México,México,"Universidad (diplomatura, licenciatura)",español,español,5ebb2ee7b15eb00f0e3e2e71,2020-07-10_19h45.27.534,lemma_segmentation,Win32,5f090b5b890427194b56c5bd,NA,NA
43,z,1,9.32959,41,rebuscar,rummage,z,22,Hombre,México,México,México,"Universidad (diplomatura, licenciatura)",español,español,5ebb2ee7b15eb00f0e3e2e71,2020-07-10_19h45.27.534,lemma_segmentation,Win32,5f090b5b890427194b56c5bd,NA,NA
44,m,1,3.17843,42,cadallo,NW,m,22,Hombre,México,México,México,"Universidad (diplomatura, licenciatura)",español,español,5ebb2ee7b15eb00f0e3e2e71,2020-07-10_19h45.27.534,lemma_segmentation,Win32,5f090b5b890427194b56c5bd,NA,NA
45,z,1,1.77371,43,canela,cinnamon,z,22,Hombre,México,México,México,"Universidad (diplomatura, licenciatura)",español,español,5ebb2ee7b15eb00f0e3e2e71,2020-07-10_19h45.27.534,lemma_segmentation,Win32,5f090b5b890427194b56c5bd,NA,NA
46,z,1,2.300475,44,cuchara,spoon,z,22,Hombre,México,México,México,"Universidad (diplomatura, licenciatura)",español,español,5ebb2ee7b15eb00f0e3e2e71,2020-07-10_19h45.27.534,lemma_segmentation,Win32,5f090b5b890427194b56c5bd,NA,NA
47,m,0,5.75303,45,jilguero,goldfinch,z,22,Hombre,México,México,México,"Universidad (diplomatura, licenciatura)",español,español,5ebb2ee7b15eb00f0e3e2e71,2020-07-10_19h45.27.534,lemma_segmentation,Win32,5f090b5b890427194b56c5bd,NA,NA
48,z,1,1.591495,46,martillo,hammer,z,22,Hombre,México,México,México,"Universidad (diplomatura, licenciatura)",español,español,5ebb2ee7b15eb00f0e3e2e71,2020-07-10_19h45.27.534,lemma_segmentation,Win32,5f090b5b890427194b56c5bd,NA,NA
49,m,1,26.89216,47,cartinar,NW,m,22,Hombre,México,México,México,"Universidad (diplomatura, licenciatura)",español,español,5ebb2ee7b15eb00f0e3e2e71,2020-07-10_19h45.27.534,lemma_segmentation,Win32,5f090b5b890427194b56c5bd,NA,NA
50,z,1,1.7430849999999998,48,ladrón,thief,z,22,Hombre,México,México,México,"Universidad (diplomatura, licenciatura)",español,español,5ebb2ee7b15eb00f0e3e2e71,2020-07-10_19h45.27.534,lemma_segmentation,Win32,5f090b5b890427194b56c5bd,NA,NA
51,z,1,1.318,49,ganar,win,z,22,Hombre,México,México,México,"Universidad (diplomatura, licenciatura)",español,español,5ebb2ee7b15eb00f0e3e2e71,2020-07-10_19h45.27.534,lemma_segmentation,Win32,5f090b5b890427194b56c5bd,NA,NA
52,m,1,11.05785,50,flamida,NW,m,22,Hombre,México,México,México,"Universidad (diplomatura, licenciatura)",español,español,5ebb2ee7b15eb00f0e3e2e71,2020-07-10_19h45.27.534,lemma_segmentation,Win32,5f090b5b890427194b56c5bd,NA,NA
53,z,1,2.328425,51,candado,padlock,z,22,Hombre,México,México,México,"Universidad (diplomatura, licenciatura)",español,español,5ebb2ee7b15eb00f0e3e2e71,2020-07-10_19h45.27.534,lemma_segmentation,Win32,5f090b5b890427194b56c5bd,NA,NA
54,z,1,5.306265,52,camisa,shirt,z,22,Hombre,México,México,México,"Universidad (diplomatura, licenciatura)",español,español,5ebb2ee7b15eb00f0e3e2e71,2020-07-10_19h45.27.534,lemma_segmentation,Win32,5f090b5b890427194b56c5bd,NA,NA
55,m,1,3.700015,53,vegada,NW,m,22,Hombre,México,México,México,"Universidad (diplomatura, licenciatura)",español,español,5ebb2ee7b15eb00f0e3e2e71,2020-07-10_19h45.27.534,lemma_segmentation,Win32,5f090b5b890427194b56c5bd,NA,NA
56,z,1,3.09185,54,fomentar,promote,z,22,Hombre,México,México,México,"Universidad (diplomatura, licenciatura)",español,español,5ebb2ee7b15eb00f0e3e2e71,2020-07-10_19h45.27.534,lemma_segmentation,Win32,5f090b5b890427194b56c5bd,NA,NA
57,z,1,1.448995,55,nevar,snow,z,22,Hombre,México,México,México,"Universidad (diplomatura, licenciatura)",español,español,5ebb2ee7b15eb00f0e3e2e71,2020-07-10_19h45.27.534,lemma_segmentation,Win32,5f090b5b890427194b56c5bd,NA,NA
58,z,1,2.039725,56,musgo,moss,z,22,Hombre,México,México,México,"Universidad (diplomatura, licenciatura)",español,español,5ebb2ee7b15eb00f0e3e2e71,2020-07-10_19h45.27.534,lemma_segmentation,Win32,5f090b5b890427194b56c5bd,NA,NA
